KEY_CODE,人口総数,小地域,男,女,世帯総数
271410010,2528,堺市堺区浅香山町,1175,1353,1104
27141001001,548,堺市堺区浅香山町１丁,268,280,248
27141001002,720,堺市堺区浅香山町２丁,341,379,337
27141001003,1260,堺市堺区浅香山町３丁,566,694,519
271410020,1121,堺市堺区旭ケ丘北町,573,548,547
27141002001,268,堺市堺区旭ケ丘北町１丁,178,90,169
27141002002,292,堺市堺区旭ケ丘北町２丁,132,160,147
27141002003,230,堺市堺区旭ケ丘北町３丁,109,121,106
27141002004,330,堺市堺区旭ケ丘北町４丁,153,177,124
27141002005,1,堺市堺区旭ケ丘北町５丁,1,-,1
271410030,1160,堺市堺区旭ケ丘中町,549,611,500
27141003001,322,堺市堺区旭ケ丘中町１丁,151,171,173
27141003002,339,堺市堺区旭ケ丘中町２丁,166,173,172
27141003003,297,堺市堺区旭ケ丘中町３丁,139,158,112
27141003004,202,堺市堺区旭ケ丘中町４丁,93,109,43
271410040,781,堺市堺区旭ケ丘南町,374,407,346
27141004001,171,堺市堺区旭ケ丘南町１丁,83,88,87
27141004002,151,堺市堺区旭ケ丘南町２丁,78,73,63
27141004003,252,堺市堺区旭ケ丘南町３丁,118,134,118
27141004004,207,堺市堺区旭ケ丘南町４丁,95,112,78
271410050,322,堺市堺区旭通,147,175,132
271410060,183,堺市堺区綾之町西,87,96,77
27141006001,81,堺市堺区綾之町西１丁,37,44,33
27141006002,54,堺市堺区綾之町西２丁,28,26,17
27141006003,48,堺市堺区綾之町西３丁,22,26,27
271410070,342,堺市堺区綾之町東,172,170,156
27141007001,284,堺市堺区綾之町東１丁,140,144,127
27141007002,58,堺市堺区綾之町東２丁,32,26,29
271410080,98,堺市堺区石津北町,60,38,47
271410090,2268,堺市堺区石津町,1089,1179,957
27141009001,677,堺市堺区石津町１丁,313,364,276
27141009002,292,堺市堺区石津町２丁,126,166,131
27141009003,1044,堺市堺区石津町３丁,523,521,444
27141009004,255,堺市堺区石津町４丁,127,128,106
271410100,775,堺市堺区一条通,388,387,412
271410110,550,堺市堺区市之町西,254,296,267
27141011001,29,堺市堺区市之町西１丁,19,10,26
27141011002,445,堺市堺区市之町西２丁,207,238,199
27141011003,76,堺市堺区市之町西３丁,28,48,42
271410120,778,堺市堺区市之町東,372,406,436
27141012001,58,堺市堺区市之町東１丁,31,27,40
27141012002,117,堺市堺区市之町東２丁,53,64,44
27141012003,186,堺市堺区市之町東３丁,88,98,104
27141012004,131,堺市堺区市之町東４丁,64,67,78
27141012005,176,堺市堺区市之町東５丁,82,94,122
27141012006,110,堺市堺区市之町東６丁,54,56,48
271410130,3977,堺市堺区今池町,1828,2149,1443
27141013001,658,堺市堺区今池町１丁,307,351,304
27141013002,624,堺市堺区今池町２丁,303,321,250
27141013003,770,堺市堺区今池町３丁,332,438,91
27141013004,737,堺市堺区今池町４丁,311,426,326
27141013005,188,堺市堺区今池町５丁,98,90,64
27141013006,1000,堺市堺区今池町６丁,477,523,408
271410140,868,堺市堺区永代町,438,430,411
27141014001,191,堺市堺区永代町１丁,92,99,120
27141014002,155,堺市堺区永代町２丁,82,73,75
27141014003,-,堺市堺区永代町３丁,-,-,-
27141014004,242,堺市堺区永代町４丁,120,122,79
27141014005,111,堺市堺区永代町５丁,60,51,48
27141014006,169,堺市堺区永代町６丁,84,85,89
271410150,2866,堺市堺区榎元町,1317,1549,1286
27141015001,490,堺市堺区榎元町１丁,201,289,219
27141015002,219,堺市堺区榎元町２丁,103,116,118
27141015003,462,堺市堺区榎元町３丁,211,251,203
27141015004,720,堺市堺区榎元町４丁,351,369,324
27141015005,586,堺市堺区榎元町５丁,273,313,239
27141015006,389,堺市堺区榎元町６丁,178,211,183
271410160,3041,堺市堺区戎島町,1402,1639,1491
27141016001,1278,堺市堺区戎島町１丁,544,734,682
27141016002,1137,堺市堺区戎島町２丁,547,590,528
27141016003,547,堺市堺区戎島町３丁,266,281,228
27141016004,78,堺市堺区戎島町４丁,44,34,52
27141016005,1,堺市堺区戎島町５丁,1,-,1
271410170,513,堺市堺区戎之町西,237,276,256
27141017001,393,堺市堺区戎之町西１丁,186,207,176
27141017002,120,堺市堺区戎之町西２丁,51,69,80
271410180,975,堺市堺区戎之町東,464,511,552
27141018001,132,堺市堺区戎之町東１丁,62,70,94
27141018002,180,堺市堺区戎之町東２丁,92,88,133
27141018003,220,堺市堺区戎之町東３丁,109,111,122
27141018004,198,堺市堺区戎之町東４丁,90,108,90
27141018005,245,堺市堺区戎之町東５丁,111,134,113
271410190,158,堺市堺区老松町,89,69,115
27141019001,70,堺市堺区老松町１丁,38,32,64
27141019002,83,堺市堺区老松町２丁,50,33,50
27141019003,5,堺市堺区老松町３丁,1,4,1
271410200,861,堺市堺区大町西,409,452,380
27141020001,237,堺市堺区大町西１丁,119,118,101
27141020002,132,堺市堺区大町西２丁,67,65,62
27141020003,492,堺市堺区大町西３丁,223,269,217
271410210,615,堺市堺区大町東,312,303,395
27141021001,144,堺市堺区大町東１丁,71,73,105
27141021002,87,堺市堺区大町東２丁,48,39,37
27141021003,124,堺市堺区大町東３丁,62,62,58
27141021004,260,堺市堺区大町東４丁,131,129,195
271410220,2977,堺市堺区大浜北町,1403,1574,1427
27141022001,506,堺市堺区大浜北町１丁,247,259,215
27141022002,1635,堺市堺区大浜北町２丁,761,874,793
27141022003,836,堺市堺区大浜北町３丁,395,441,419
27141022004,-,堺市堺区大浜北町４丁,-,-,-
27141022005,-,堺市堺区大浜北町５丁,-,-,-
271410230,1700,堺市堺区大浜中町,833,867,747
27141023001,379,堺市堺区大浜中町１丁,171,208,148
27141023002,479,堺市堺区大浜中町２丁,228,251,208
27141023003,842,堺市堺区大浜中町３丁,434,408,391
271410240,1,堺市堺区大浜西町,1,-,1
271410250,1944,堺市堺区大浜南町,1014,930,1143
27141025001,409,堺市堺区大浜南町１丁,258,151,242
27141025002,704,堺市堺区大浜南町２丁,328,376,358
27141025003,831,堺市堺区大浜南町３丁,428,403,543
271410260,675,堺市堺区翁橋町,319,356,424
27141026001,418,堺市堺区翁橋町１丁,212,206,298
27141026002,257,堺市堺区翁橋町２丁,107,150,126
271410270,223,堺市堺区遠里小野町,113,110,99
27141027001,141,堺市堺区遠里小野町１丁,70,71,58
27141027002,45,堺市堺区遠里小野町２丁,20,25,20
27141027003,20,堺市堺区遠里小野町３丁,14,6,14
27141027004,17,堺市堺区遠里小野町４丁,9,8,7
271410280,3086,堺市堺区海山町,1497,1589,1174
27141028001,1033,堺市堺区海山町１丁,516,517,414
27141028002,923,堺市堺区海山町２丁,433,490,333
27141028003,198,堺市堺区海山町３丁,80,118,57
27141028004,815,堺市堺区海山町４丁,404,411,310
27141028005,117,堺市堺区海山町５丁,64,53,60
27141028006,-,堺市堺区海山町６丁,-,-,-
27141028007,-,堺市堺区海山町７丁,-,-,-
271410290,915,堺市堺区甲斐町西,430,485,538
27141029001,254,堺市堺区甲斐町西１丁,115,139,139
27141029002,222,堺市堺区甲斐町西２丁,83,139,81
27141029003,439,堺市堺区甲斐町西３丁,232,207,318
271410300,1732,堺市堺区甲斐町東,924,808,1048
27141030001,37,堺市堺区甲斐町東１丁,15,22,17
27141030002,533,堺市堺区甲斐町東２丁,247,286,216
27141030003,289,堺市堺区甲斐町東３丁,158,131,186
27141030004,311,堺市堺区甲斐町東４丁,154,157,164
27141030005,118,堺市堺区甲斐町東５丁,61,57,67
27141030006,444,堺市堺区甲斐町東６丁,289,155,398
271410310,4242,堺市堺区香ケ丘町,2104,2138,2049
27141031001,1197,堺市堺区香ケ丘町１丁,622,575,657
27141031002,780,堺市堺区香ケ丘町２丁,379,401,316
27141031003,633,堺市堺区香ケ丘町３丁,305,328,312
27141031004,954,堺市堺区香ケ丘町４丁,482,472,506
27141031005,678,堺市堺区香ケ丘町５丁,316,362,258
271410320,2299,堺市堺区柏木町,1130,1169,973
27141032001,307,堺市堺区柏木町１丁,137,170,124
27141032002,1291,堺市堺区柏木町２丁,626,665,535
27141032003,369,堺市堺区柏木町３丁,181,188,145
27141032004,332,堺市堺区柏木町４丁,186,146,169
271410330,331,堺市堺区春日通,149,182,110
27141033001,35,堺市堺区春日通１丁,19,16,16
27141033002,80,堺市堺区春日通２丁,39,41,32
27141033003,71,堺市堺区春日通３丁,33,38,27
27141033004,145,堺市堺区春日通４丁,58,87,35
271410340,535,堺市堺区霞ケ丘町,246,289,215
27141034001,100,堺市堺区霞ケ丘町１丁,49,51,50
27141034002,138,堺市堺区霞ケ丘町２丁,62,76,56
27141034003,204,堺市堺区霞ケ丘町３丁,83,121,76
27141034004,93,堺市堺区霞ケ丘町４丁,52,41,33
271410350,1522,堺市堺区神石市之町,685,837,618
271410360,1188,堺市堺区神南辺町,566,622,512
27141036001,168,堺市堺区神南辺町１丁,88,80,87
27141036002,1016,堺市堺区神南辺町２丁,476,540,424
27141036003,-,堺市堺区神南辺町３丁,-,-,-
27141036004,4,堺市堺区神南辺町４丁,2,2,1
27141036005,-,堺市堺区神南辺町５丁,-,-,-
27141036006,-,堺市堺区神南辺町６丁,-,-,-
271410370,256,堺市堺区北瓦町,116,140,152
27141037001,207,堺市堺区北瓦町１丁,96,111,122
27141037002,49,堺市堺区北瓦町２丁,20,29,30
271410380,295,堺市堺区北向陽町,126,169,118
27141038001,230,堺市堺区北向陽町１丁,98,132,86
27141038002,65,堺市堺区北向陽町２丁,28,37,32
271410390,677,堺市堺区北清水町,336,341,325
27141039001,281,堺市堺区北清水町１丁,139,142,139
27141039002,137,堺市堺区北清水町２丁,59,78,56
27141039003,259,堺市堺区北清水町３丁,138,121,130
271410400,1482,堺市堺区北庄町,748,734,752
27141040001,1162,堺市堺区北庄町１丁,581,581,579
27141040002,129,堺市堺区北庄町２丁,58,71,71
27141040003,191,堺市堺区北庄町３丁,109,82,102
271410410,892,堺市堺区北田出井町,426,466,350
27141041001,296,堺市堺区北田出井町１丁,132,164,121
27141041002,185,堺市堺区北田出井町２丁,88,97,74
27141041003,411,堺市堺区北田出井町３丁,206,205,155
271410420,485,堺市堺区北旅籠町西,243,242,231
27141042001,136,堺市堺区北旅籠町西１丁,67,69,63
27141042002,97,堺市堺区北旅籠町西２丁,49,48,41
27141042003,252,堺市堺区北旅籠町西３丁,127,125,127
271410430,201,堺市堺区北旅籠町東,105,96,96
27141043001,174,堺市堺区北旅籠町東１丁,92,82,83
27141043002,27,堺市堺区北旅籠町東２丁,13,14,13
271410440,264,堺市堺区北波止町,144,120,137
271410450,1218,堺市堺区北花田口町,682,536,734
27141045001,569,堺市堺区北花田口町１丁,274,295,257
27141045002,633,堺市堺区北花田口町２丁,400,233,469
27141045003,16,堺市堺区北花田口町３丁,8,8,8
271410460,115,堺市堺区北半町西,52,63,43
271410470,65,堺市堺区北半町東,31,34,36
271410480,247,堺市堺区北丸保園,126,121,104
271410490,2303,堺市堺区北三国ケ丘町,1064,1239,1083
27141049001,306,堺市堺区北三国ケ丘町１丁,139,167,157
27141049002,95,堺市堺区北三国ケ丘町２丁,33,62,26
27141049003,235,堺市堺区北三国ケ丘町３丁,107,128,113
27141049004,200,堺市堺区北三国ケ丘町４丁,92,108,83
27141049005,127,堺市堺区北三国ケ丘町５丁,60,67,58
27141049006,432,堺市堺区北三国ケ丘町６丁,208,224,222
27141049007,257,堺市堺区北三国ケ丘町７丁,115,142,103
27141049008,651,堺市堺区北三国ケ丘町８丁,310,341,321
271410500,367,堺市堺区北安井町,169,198,243
271410510,310,堺市堺区京町通,132,178,112
271410520,2642,堺市堺区協和町,1168,1474,1252
27141052001,468,堺市堺区協和町１丁,211,257,268
27141052002,366,堺市堺区協和町２丁,164,202,144
27141052003,421,堺市堺区協和町３丁,183,238,172
27141052004,554,堺市堺区協和町４丁,251,303,271
27141052005,833,堺市堺区協和町５丁,359,474,397
271410530,1052,堺市堺区錦綾町,524,528,511
27141053001,574,堺市堺区錦綾町１丁,293,281,286
27141053002,70,堺市堺区錦綾町２丁,32,38,40
27141053003,408,堺市堺区錦綾町３丁,199,209,185
271410540,386,堺市堺区九間町西,195,191,166
27141054001,71,堺市堺区九間町西１丁,31,40,28
27141054002,295,堺市堺区九間町西２丁,150,145,123
27141054003,20,堺市堺区九間町西３丁,14,6,15
271410550,316,堺市堺区九間町東,154,162,124
27141055001,107,堺市堺区九間町東１丁,51,56,41
27141055002,158,堺市堺区九間町東２丁,78,80,66
27141055003,51,堺市堺区九間町東３丁,25,26,17
271410560,-,堺市堺区櫛屋町西,-,-,-
271410570,427,堺市堺区櫛屋町東,213,214,269
27141057001,48,堺市堺区櫛屋町東１丁,19,29,32
27141057002,223,堺市堺区櫛屋町東２丁,109,114,162
27141057003,42,堺市堺区櫛屋町東３丁,24,18,28
27141057004,114,堺市堺区櫛屋町東４丁,61,53,47
271410580,1100,堺市堺区楠町,557,543,471
27141058001,257,堺市堺区楠町１丁,130,127,107
27141058002,135,堺市堺区楠町２丁,75,60,77
27141058003,344,堺市堺区楠町３丁,169,175,145
27141058004,364,堺市堺区楠町４丁,183,181,142
271410590,501,堺市堺区熊野町西,232,269,220
27141059001,180,堺市堺区熊野町西１丁,81,99,68
27141059002,305,堺市堺区熊野町西２丁,143,162,144
27141059003,16,堺市堺区熊野町西３丁,8,8,8
271410600,570,堺市堺区熊野町東,298,272,303
27141060001,71,堺市堺区熊野町東１丁,31,40,31
27141060002,92,堺市堺区熊野町東２丁,53,39,62
27141060003,170,堺市堺区熊野町東３丁,94,76,84
27141060004,223,堺市堺区熊野町東４丁,112,111,121
27141060005,14,堺市堺区熊野町東５丁,8,6,5
271410610,344,堺市堺区車之町西,170,174,179
27141061001,163,堺市堺区車之町西１丁,78,85,74
27141061002,121,堺市堺区車之町西２丁,59,62,66
27141061003,60,堺市堺区車之町西３丁,33,27,39
271410620,228,堺市堺区車之町東,100,128,104
27141062001,115,堺市堺区車之町東１丁,55,60,53
27141062002,87,堺市堺区車之町東２丁,34,53,38
27141062003,26,堺市堺区車之町東３丁,11,15,13
271410630,3731,堺市堺区向陵中町,1803,1928,1788
27141063001,576,堺市堺区向陵中町１丁,297,279,270
27141063002,685,堺市堺区向陵中町２丁,320,365,292
27141063003,508,堺市堺区向陵中町３丁,248,260,207
27141063004,589,堺市堺区向陵中町４丁,272,317,339
27141063005,573,堺市堺区向陵中町５丁,265,308,241
27141063006,800,堺市堺区向陵中町６丁,401,399,439
271410640,3192,堺市堺区向陵西町,1513,1679,1466
27141064001,921,堺市堺区向陵西町１丁,428,493,346
27141064002,726,堺市堺区向陵西町２丁,352,374,345
27141064003,396,堺市堺区向陵西町３丁,191,205,161
27141064004,1149,堺市堺区向陵西町４丁,542,607,614
271410650,2392,堺市堺区向陵東町,1150,1242,1122
27141065001,410,堺市堺区向陵東町１丁,211,199,245
27141065002,853,堺市堺区向陵東町２丁,428,425,403
27141065003,1129,堺市堺区向陵東町３丁,511,618,474
271410660,588,堺市堺区五条通,262,326,247
271410670,176,堺市堺区御陵通,81,95,74
271410680,834,堺市堺区材木町西,441,393,428
27141068001,171,堺市堺区材木町西１丁,97,74,114
27141068002,520,堺市堺区材木町西２丁,263,257,267
27141068003,143,堺市堺区材木町西３丁,81,62,47
271410690,622,堺市堺区材木町東,305,317,267
27141069001,190,堺市堺区材木町東１丁,94,96,71
27141069002,98,堺市堺区材木町東２丁,45,53,54
27141069003,126,堺市堺区材木町東３丁,66,60,56
27141069004,208,堺市堺区材木町東４丁,100,108,86
271410700,371,堺市堺区幸通,184,187,170
271410710,931,堺市堺区栄橋町,512,419,680
27141071001,512,堺市堺区栄橋町１丁,292,220,432
27141071002,419,堺市堺区栄橋町２丁,220,199,248
271410720,592,堺市堺区桜之町西,273,319,246
27141072001,203,堺市堺区桜之町西１丁,92,111,83
27141072002,159,堺市堺区桜之町西２丁,71,88,61
27141072003,230,堺市堺区桜之町西３丁,110,120,102
271410730,183,堺市堺区桜之町東,91,92,77
27141073001,151,堺市堺区桜之町東１丁,80,71,63
27141073002,32,堺市堺区桜之町東２丁,11,21,14
271410740,578,堺市堺区五月町,306,272,286
271410750,535,堺市堺区三条通,258,277,257
271410760,3610,堺市堺区三宝町,1893,1717,1791
27141076001,372,堺市堺区三宝町１丁,181,191,193
27141076002,1040,堺市堺区三宝町２丁,503,537,470
27141076003,431,堺市堺区三宝町３丁,245,186,238
27141076004,473,堺市堺区三宝町４丁,252,221,232
27141076005,588,堺市堺区三宝町５丁,298,290,264
27141076006,698,堺市堺区三宝町６丁,410,288,391
27141076007,-,堺市堺区三宝町７丁,-,-,-
27141076008,-,堺市堺区三宝町８丁,-,-,-
27141076009,8,堺市堺区三宝町９丁,4,4,3
271410770,-,堺市堺区塩浜町,-,-,-
271410780,503,堺市堺区四条通,235,268,216
271410790,348,堺市堺区七条通,171,177,150
271410800,1384,堺市堺区七道西町,649,735,648
271410810,696,堺市堺区七道東町,310,386,311
271410820,2319,堺市堺区東雲西町,1127,1192,1132
27141082001,494,堺市堺区東雲西町１丁,250,244,273
27141082002,661,堺市堺区東雲西町２丁,330,331,300
27141082003,598,堺市堺区東雲西町３丁,286,312,302
27141082004,566,堺市堺区東雲西町４丁,261,305,257
271410830,684,堺市堺区宿院町西,371,313,466
27141083001,7,堺市堺区宿院町西１丁,4,3,3
27141083002,37,堺市堺区宿院町西２丁,18,19,36
27141083003,558,堺市堺区宿院町西３丁,308,250,377
27141083004,82,堺市堺区宿院町西４丁,41,41,50
271410840,649,堺市堺区宿院町東,327,322,339
27141084001,56,堺市堺区宿院町東１丁,25,31,19
27141084002,22,堺市堺区宿院町東２丁,10,12,12
27141084003,401,堺市堺区宿院町東３丁,206,195,215
27141084004,170,堺市堺区宿院町東４丁,86,84,93
271410850,489,堺市堺区宿屋町西,248,241,181
27141085001,95,堺市堺区宿屋町西１丁,46,49,32
27141085002,52,堺市堺区宿屋町西２丁,25,27,28
27141085003,342,堺市堺区宿屋町西３丁,177,165,121
271410860,591,堺市堺区宿屋町東,282,309,310
27141086001,221,堺市堺区宿屋町東１丁,109,112,141
27141086002,148,堺市堺区宿屋町東２丁,71,77,74
27141086003,222,堺市堺区宿屋町東３丁,102,120,95
271410870,543,堺市堺区少林寺町西,260,283,232
27141087001,76,堺市堺区少林寺町西１丁,42,34,42
27141087002,162,堺市堺区少林寺町西２丁,74,88,69
27141087003,182,堺市堺区少林寺町西３丁,86,96,74
27141087004,123,堺市堺区少林寺町西４丁,58,65,47
271410880,439,堺市堺区少林寺町東,216,223,248
27141088001,128,堺市堺区少林寺町東１丁,67,61,84
27141088002,123,堺市堺区少林寺町東２丁,60,63,50
27141088003,174,堺市堺区少林寺町東３丁,83,91,106
27141088004,14,堺市堺区少林寺町東４丁,6,8,8
271410890,366,堺市堺区昭和通,184,182,160
27141089001,88,堺市堺区昭和通１丁,48,40,40
27141089002,57,堺市堺区昭和通２丁,29,28,32
27141089003,50,堺市堺区昭和通３丁,21,29,24
27141089004,91,堺市堺区昭和通４丁,48,43,34
27141089005,44,堺市堺区昭和通５丁,20,24,15
27141089006,36,堺市堺区昭和通６丁,18,18,15
271410900,848,堺市堺区新在家町西,401,447,350
27141090001,237,堺市堺区新在家町西１丁,118,119,82
27141090002,148,堺市堺区新在家町西２丁,67,81,57
27141090003,299,堺市堺区新在家町西３丁,139,160,147
27141090004,164,堺市堺区新在家町西４丁,77,87,64
271410910,446,堺市堺区新在家町東,225,221,232
27141091001,29,堺市堺区新在家町東１丁,12,17,11
27141091002,128,堺市堺区新在家町東２丁,79,49,77
27141091003,140,堺市堺区新在家町東３丁,71,69,70
27141091004,149,堺市堺区新在家町東４丁,63,86,74
271410920,310,堺市堺区神保通,152,158,136
271410930,288,堺市堺区新町,170,118,206
271410940,230,堺市堺区神明町西,149,81,133
27141094001,140,堺市堺区神明町西１丁,102,38,89
27141094002,27,堺市堺区神明町西２丁,12,15,11
27141094003,63,堺市堺区神明町西３丁,35,28,33
271410950,396,堺市堺区神明町東,195,201,179
27141095001,197,堺市堺区神明町東１丁,98,99,99
27141095002,118,堺市堺区神明町東２丁,57,61,43
27141095003,81,堺市堺区神明町東３丁,40,41,37
271410960,298,堺市堺区菅原通,140,158,130
27141096001,93,堺市堺区菅原通１丁,38,55,37
27141096002,35,堺市堺区菅原通２丁,16,19,18
27141096003,62,堺市堺区菅原通３丁,28,34,31
27141096004,75,堺市堺区菅原通４丁,42,33,30
27141096005,33,堺市堺区菅原通５丁,16,17,14
271410970,925,堺市堺区砂道町,445,480,427
27141097001,570,堺市堺区砂道町１丁,272,298,259
27141097002,224,堺市堺区砂道町２丁,99,125,83
27141097003,131,堺市堺区砂道町３丁,74,57,85
271410980,1075,堺市堺区住吉橋町,533,542,692
27141098001,865,堺市堺区住吉橋町１丁,433,432,567
27141098002,210,堺市堺区住吉橋町２丁,100,110,125
271410990,562,堺市堺区大仙町,257,305,152
271411000,1259,堺市堺区大仙中町,612,647,536
271411010,540,堺市堺区大仙西町,250,290,299
27141101001,288,堺市堺区大仙西町１丁,126,162,149
27141101002,27,堺市堺区大仙西町２丁,16,11,26
27141101003,4,堺市堺区大仙西町３丁,1,3,2
27141101004,17,堺市堺区大仙西町４丁,9,8,5
27141101005,112,堺市堺区大仙西町５丁,55,57,73
27141101006,92,堺市堺区大仙西町６丁,43,49,44
271411020,428,堺市堺区高砂町,204,224,179
27141102001,138,堺市堺区高砂町１丁,73,65,66
27141102002,108,堺市堺区高砂町２丁,46,62,46
27141102003,167,堺市堺区高砂町３丁,78,89,62
27141102004,15,堺市堺区高砂町４丁,7,8,5
271411030,242,堺市堺区高須町,129,113,127
27141103001,-,堺市堺区高須町１丁,-,-,-
27141103002,59,堺市堺区高須町２丁,33,26,32
27141103003,183,堺市堺区高須町３丁,96,87,95
271411040,-,堺市堺区匠町,-,-,-
271411050,5073,堺市堺区田出井町,3567,1506,1404
271411060,-,堺市堺区築港南町,-,-,-
271411070,45,堺市堺区築港八幡町,8,37,10
271411080,1671,堺市堺区出島海岸通,856,815,829
27141108001,609,堺市堺区出島海岸通１丁,303,306,345
27141108002,333,堺市堺区出島海岸通２丁,168,165,136
27141108003,406,堺市堺区出島海岸通３丁,199,207,168
27141108004,323,堺市堺区出島海岸通４丁,186,137,180
271411090,3021,堺市堺区出島町,1427,1594,1351
27141109001,392,堺市堺区出島町１丁,176,216,180
27141109002,1248,堺市堺区出島町２丁,566,682,585
27141109003,596,堺市堺区出島町３丁,298,298,266
27141109004,409,堺市堺区出島町４丁,203,206,158
27141109005,376,堺市堺区出島町５丁,184,192,162
271411100,9,堺市堺区出島西町,4,5,5
271411110,212,堺市堺区出島浜通,118,94,96
271411120,173,堺市堺区鉄砲町,76,97,82
271411130,532,堺市堺区寺地町西,257,275,283
27141113001,62,堺市堺区寺地町西１丁,36,26,37
27141113002,203,堺市堺区寺地町西２丁,88,115,103
27141113003,267,堺市堺区寺地町西３丁,133,134,143
27141113004,-,堺市堺区寺地町西４丁,-,-,-
271411140,575,堺市堺区寺地町東,301,274,387
27141114001,60,堺市堺区寺地町東１丁,26,34,34
27141114002,165,堺市堺区寺地町東２丁,96,69,127
27141114003,211,堺市堺区寺地町東３丁,107,104,150
27141114004,139,堺市堺区寺地町東４丁,72,67,76
271411150,88,堺市堺区中瓦町,48,40,63
27141115001,69,堺市堺区中瓦町１丁,36,33,51
27141115002,19,堺市堺区中瓦町２丁,12,7,12
271411160,470,堺市堺区中向陽町,248,222,262
27141116001,396,堺市堺区中向陽町１丁,216,180,231
27141116002,74,堺市堺区中向陽町２丁,32,42,31
271411170,927,堺市堺区中田出井町,440,487,380
27141117001,223,堺市堺区中田出井町１丁,106,117,81
27141117002,288,堺市堺区中田出井町２丁,132,156,119
27141117003,416,堺市堺区中田出井町３丁,202,214,180
271411180,166,堺市堺区中永山園,78,88,81
271411190,955,堺市堺区中之町西,505,450,621
27141119001,133,堺市堺区中之町西１丁,79,54,97
27141119002,102,堺市堺区中之町西２丁,48,54,51
27141119003,502,堺市堺区中之町西３丁,263,239,310
27141119004,218,堺市堺区中之町西４丁,115,103,163
271411200,590,堺市堺区中之町東,292,298,343
27141120001,102,堺市堺区中之町東１丁,53,49,61
27141120002,188,堺市堺区中之町東２丁,97,91,135
27141120003,146,堺市堺区中之町東３丁,66,80,73
27141120004,154,堺市堺区中之町東４丁,76,78,74
271411210,1672,堺市堺区中三国ケ丘町,750,922,719
27141121001,262,堺市堺区中三国ケ丘町１丁,113,149,109
27141121002,84,堺市堺区中三国ケ丘町２丁,37,47,32
27141121003,135,堺市堺区中三国ケ丘町３丁,67,68,54
27141121004,294,堺市堺区中三国ケ丘町４丁,136,158,130
27141121005,245,堺市堺区中三国ケ丘町５丁,108,137,97
27141121006,333,堺市堺区中三国ケ丘町６丁,149,184,137
27141121007,319,堺市堺区中三国ケ丘町７丁,140,179,160
271411220,1317,堺市堺区中安井町,710,607,873
27141122001,577,堺市堺区中安井町１丁,337,240,463
27141122002,260,堺市堺区中安井町２丁,144,116,157
27141122003,480,堺市堺区中安井町３丁,229,251,253
271411230,206,堺市堺区並松町,102,104,104
271411240,451,堺市堺区南陵町,198,253,188
27141124001,137,堺市堺区南陵町１丁,61,76,60
27141124002,51,堺市堺区南陵町２丁,23,28,23
27141124003,130,堺市堺区南陵町３丁,54,76,51
27141124004,133,堺市堺区南陵町４丁,60,73,54
271411250,1145,堺市堺区賑町,541,604,556
27141125001,91,堺市堺区賑町１丁,41,50,41
27141125002,201,堺市堺区賑町２丁,96,105,108
27141125003,313,堺市堺区賑町３丁,150,163,139
27141125004,540,堺市堺区賑町４丁,254,286,268
271411260,531,堺市堺区錦之町西,253,278,194
27141126001,216,堺市堺区錦之町西１丁,95,121,73
27141126002,93,堺市堺区錦之町西２丁,47,46,38
27141126003,222,堺市堺区錦之町西３丁,111,111,83
271411270,244,堺市堺区錦之町東,116,128,104
27141127001,138,堺市堺区錦之町東１丁,73,65,62
27141127002,106,堺市堺区錦之町東２丁,43,63,42
271411280,256,堺市堺区西永山園,119,137,115
271411290,1863,堺市堺区西湊町,899,964,886
27141129001,315,堺市堺区西湊町１丁,153,162,153
27141129002,187,堺市堺区西湊町２丁,88,99,98
27141129003,230,堺市堺区西湊町３丁,110,120,109
27141129004,421,堺市堺区西湊町４丁,223,198,213
27141129005,436,堺市堺区西湊町５丁,202,234,196
27141129006,274,堺市堺区西湊町６丁,123,151,117
271411300,394,堺市堺区二条通,177,217,192
271411310,680,堺市堺区東上野芝町,313,367,308
271411320,85,堺市堺区東永山園,38,47,33
271411330,1430,堺市堺区東湊町,714,716,656
27141133001,139,堺市堺区東湊町１丁,78,61,76
27141133002,354,堺市堺区東湊町２丁,173,181,160
27141133003,291,堺市堺区東湊町３丁,135,156,129
27141133004,172,堺市堺区東湊町４丁,90,82,65
27141133005,360,堺市堺区東湊町５丁,191,169,177
27141133006,114,堺市堺区東湊町６丁,47,67,49
271411340,1007,堺市堺区松屋町,496,511,345
27141134001,531,堺市堺区松屋町１丁,262,269,159
27141134002,476,堺市堺区松屋町２丁,234,242,186
271411350,677,堺市堺区松屋大和川通,328,349,247
27141135001,297,堺市堺区松屋大和川通１丁,135,162,100
